,LOAN,VALUE,DELINQ,CLAGE,DEBTINC,MISSING_DEBTINC,BAD
155,5000,132000.0,2.0,121.9,33.77991534872112,True,1
156,5000,9100.0,0.0,54.733333333000004,33.77991534872112,True,1
157,5000,50830.0,0.0,57.0,33.77991534872112,True,1
158,5000,71277.0,0.0,72.43333333300001,33.77991534872112,True,1
159,5000,157500.0,0.0,179.76627518656605,33.77991534872112,True,1
160,5000,25250.0,0.0,88.7,33.77991534872112,True,1
161,5000,52000.0,1.0,285.33333333,33.77991534872112,True,1
162,5000,34225.0,0.0,74.633333333,33.77991534872112,True,1
163,5000,38575.0,1.0,335.03333333,33.77991534872112,True,1
164,5000,74500.0,0.0,179.76627518656605,33.77991534872112,True,1
165,5000,94119.0,0.0,179.76627518656605,33.77991534872112,True,1
166,5000,87500.0,0.0,125.96666667,33.77991534872112,True,0
167,5000,86250.0,1.0,300.36666667,33.77991534872112,True,0
168,5000,35000.0,0.0,182.63333333,33.77991534872112,True,0
169,5000,50340.0,0.0,179.83333333,33.77991534872112,True,0
170,5000,26550.0,0.0,276.96666667,33.77991534872112,True,0
171,5000,77908.0,0.0,179.76627518656605,33.77991534872112,True,0
172,5000,36375.0,0.0,266.8,33.77991534872112,True,0
173,5000,89640.0,0.0,179.76627518656605,33.77991534872112,True,0
174,5000,65400.0,0.0,51.766666666999996,33.77991534872112,True,0
175,5000,37500.0,3.0,107.13333333,33.77991534872112,True,1
176,5000,98500.0,0.0,51.766666666999996,33.77991534872112,True,0
177,5000,80800.0,0.0,219.13333333,33.77991534872112,True,0
178,5000,26809.0,6.0,228.3,33.77991534872112,True,1
179,5000,82600.0,0.0,133.9,33.77991534872112,True,1
180,5000,107940.0,3.0,122.76666667,33.77991534872112,True,1
181,5000,75616.0,0.0,131.86666667,33.77991534872112,True,1
182,5000,85100.0,1.0,82.133333333,33.77991534872112,True,1
183,5000,36810.0,0.0,222.2,33.77991534872112,True,1
184,5000,32480.0,2.0,163.36666667,33.77991534872112,True,1
185,5000,101776.04874145007,2.0,144.06666667,33.77991534872112,True,1
186,5000,59375.0,0.0,178.6925087,26.448197463000003,False,0
187,5000,75021.3,0.0,97.1,33.77991534872112,True,1
188,5000,97275.0,0.0,120.67506316,37.512708409,False,0
189,5000,93435.0,0.0,148.72040469,36.669278612,False,0
190,5000,55320.0,1.0,69.107465597,35.025072968,False,0
191,5000,85202.0,2.0,148.34064549,46.489874001000004,False,1
192,5000,46281.0,0.0,257.6522064,40.952588884,False,0
193,5000,82819.0,0.0,125.13062556,42.183538672,False,0
194,5100,251962.0,0.0,127.49881344,40.308259362,False,0
195,5100,115341.0,0.0,177.95825512,26.257970131999997,False,0
196,5100,80691.0,0.0,273.88170516,39.852146515,False,0
197,5100,46735.0,0.0,69.0,33.77991534872112,True,1
198,5100,26715.0,0.0,258.78929762,26.722343336999998,False,0
199,5100,121382.0,0.0,181.66304016,25.444759149,False,0
200,5100,28291.0,0.0,277.94456081,23.644691283,False,0
201,5100,30451.0,0.0,21.2,33.77991534872112,True,1
202,5100,116875.0,0.0,417.63333333,33.77991534872112,True,0
203,5100,34000.0,2.0,86.23333333299999,33.77991534872112,True,1
204,5100,141875.0,0.0,157.85980209,25.650741224,False,1
205,5100,87361.0,0.0,290.03410799,38.766985071,False,0
206,5100,96031.0,0.0,125.78740011,34.446079222,False,0
207,5100,97064.0,0.0,121.0759726,36.401729548,False,0
208,5100,79784.0,0.0,108.07259081,43.29013981600001,False,0
209,5200,36425.0,0.0,266.81346457,23.797401058000002,False,0
210,5200,77000.0,1.0,119.7,33.77991534872112,True,0
211,5200,53521.0,0.0,184.29668729,24.414763176999998,False,0
212,5200,26000.0,0.0,17.2,33.77991534872112,True,0
213,5200,9500.0,1.0,81.1,33.77991534872112,True,1
214,5200,110000.0,0.0,123.76666667,33.77991534872112,True,0
215,5200,45187.0,0.0,221.11808171,42.712093844,False,0
216,5200,39527.0,0.0,157.77103572,72.670433313,False,1
217,5300,84427.0,0.0,179.76627518656605,19.131201179,False,0
218,5300,65111.0,0.0,175.32870382,40.442570389000004,False,0
219,5300,36078.0,0.0,302.35870946,39.196985401999996,False,1
220,5300,49396.0,0.0,179.76627518656605,12.043670575999998,False,0
221,5300,50673.0,0.0,184.74276716,27.906122726,False,0
222,5300,64000.0,0.0,98.333333333,33.77991534872112,True,1
223,5300,91703.0,0.0,124.18217879999999,34.599060194,False,0
224,5300,117343.0,0.0,109.93390789,35.838542700000005,False,0
225,5300,80826.0,1.0,212.89174607,38.591494028,False,0
226,5300,96809.0,0.0,179.76627518656605,28.423961906,False,0
227,5300,63895.0,0.0,208.16271401,19.762113701,False,0
228,5300,62957.0,0.0,197.24195728,19.350505633,False,0
229,5400,64505.0,0.0,69.542430107,36.480236299,False,0
230,5400,65474.0,0.0,40.709849004,37.848771035,False,0
231,5400,52040.0,0.0,189.03430464,24.701136262,False,0
232,5400,57453.0,0.0,95.6,33.77991534872112,True,1
233,5400,63450.0,1.0,199.9,33.77991534872112,True,1
234,5400,119846.0,0.0,185.07634726,26.354889295,False,0
235,5400,82304.0,0.0,136.63294416,32.05002349,False,0
236,5400,85848.0,0.0,122.94028859999999,44.092325681999995,False,0
237,5400,75254.0,0.0,179.76627518656605,23.163742947,False,0
238,5400,88000.0,0.0,102.5,33.77991534872112,True,1
239,5400,55760.0,0.0,78.45212576600001,35.763637997,False,0
240,5500,82446.0,1.0,116.59197688,37.612682724,False,0
241,5500,35402.0,0.0,179.76627518656605,35.272073735,False,0
242,5500,101053.0,0.0,55.55804904399999,31.375542416,False,0
243,5500,65054.0,0.0,189.29531847,20.654128896,False,0
244,5500,35675.0,3.0,153.93333333,33.77991534872112,True,1
245,5500,43132.0,0.0,179.76627518656605,33.77991534872112,True,1
246,5500,81600.0,0.0,216.13333333,33.77991534872112,True,0
247,5500,30000.0,2.0,130.8,33.77991534872112,True,1
248,5500,13770.0,1.0,167.36666667,33.77991534872112,True,1
249,5500,115374.0,0.0,187.02051879,27.646748505,False,0
250,5500,116679.0,0.0,186.42441602,28.417530896,False,0
251,5500,78179.0,0.0,179.76627518656605,20.679313582,False,0
252,5500,69918.0,0.0,158.5344979,43.404430238,False,0
253,5500,46645.0,1.0,136.32063746,34.494708965,False,1
254,5500,12972.0,1.0,82.294266354,36.986744097,False,1
255,5500,48502.0,2.0,48.995845001999996,33.126483967,False,1
256,5500,66251.0,0.0,43.722336946000006,41.452043532,False,0
257,5500,72696.0,0.0,150.86584513,40.442567785,False,0
258,5500,122205.0,0.0,172.21327665,32.676640875,False,1
259,5600,66379.0,0.0,206.09913412,18.369540527,False,0
260,5600,83489.0,0.0,200.41843402,22.841092848000002,False,0
261,5600,39907.0,0.0,180.56306914,21.554949655999998,False,0
262,5600,77485.0,0.0,91.683770634,37.773350975999996,False,0
263,5600,66700.0,1.0,204.06666667,33.77991534872112,True,1
264,5600,86800.0,1.0,148.13333333,33.77991534872112,True,1
265,5600,53893.0,0.0,181.32298993,24.651395744000002,False,0
266,5600,47954.0,0.0,204.33524504,42.397769638,False,0
267,5700,111496.0,0.0,117.49959288,38.750562668,False,0
268,5700,74685.0,0.0,179.76627518656605,24.274865275,False,0
269,5700,58249.0,0.0,212.53911509,21.258026878,False,0
270,5700,85753.0,0.0,128.47645151,37.85968784,False,0
271,5700,36524.0,0.0,181.28295679,24.339533569,False,0
272,5700,68591.0,0.0,69.645660473,41.185039558,False,0
273,5700,35461.0,0.0,21.799352154,29.439664242,False,0
274,5700,82242.0,0.0,210.34747857,31.243408701,False,0
275,5700,84579.0,0.0,95.9,33.77991534872112,True,1
276,5700,75000.0,0.0,177.5,33.77991534872112,True,1
277,5700,109647.0,0.0,104.4,33.77991534872112,True,1
278,5700,92661.0,0.0,97.13317095200001,41.777888630999996,False,1
279,5700,82923.0,0.0,117.6739652,42.464866285,False,0
280,5700,79538.0,0.0,92.643084556,41.21001247,False,0
281,5700,39052.0,0.0,272.22062826,39.896104618,False,0
282,5700,79846.0,0.0,157.00977472,47.41522865899999,False,1
283,5700,33450.0,0.0,15.396587392,30.017013296,False,0
284,5700,64910.0,0.0,179.76627518656605,33.850461220999996,False,0
285,5700,69172.0,0.0,48.853667056999996,38.773685963,False,0
286,5800,36385.0,0.0,266.55339438,43.30976454100001,False,0
287,5800,41119.0,0.0,261.40521864,42.191941555999996,False,0
288,5800,90543.0,0.0,300.4872058,38.940575356,False,0
289,5800,86885.0,1.0,307.9748816,39.959108765,False,0
290,5800,46833.0,0.0,83.289062746,30.187805389,False,1
291,5800,250155.0,0.0,126.40098356,43.20775979,False,0
292,5800,34704.0,0.0,179.76627518656605,34.174055545,False,0
293,5800,73804.0,0.0,71.76655716100001,41.287423388,False,0
294,5800,58191.0,0.0,80.13174641399999,24.140153666999996,False,0
295,5900,28000.0,1.0,36.766666666999996,33.77991534872112,True,1
296,5900,77989.0,0.0,120.37941429,41.442500462,False,0
297,5900,33100.0,0.0,238.6,33.77991534872112,True,1
298,5900,51189.0,0.0,179.76627518656605,12.749180645,False,0
299,5900,91175.0,0.0,179.76627518656605,27.595273523000003,False,0
300,5900,41856.0,2.0,157.96001139,40.628278175,False,1
301,5900,78976.0,1.0,118.44249103,40.110407425,False,0
302,5900,66903.0,0.0,179.76627518656605,32.782926828,False,0
303,5900,101776.04874145007,6.0,250.56666667,33.77991534872112,True,1
304,6000,69492.0,0.0,179.76627518656605,32.977197226,False,0
305,6000,115977.0,0.0,149.0229081,37.954336913,False,0
306,6000,85925.0,1.0,154.13333333,33.77991534872112,True,1
307,6000,30500.0,1.0,116.1,33.77991534872112,True,1
308,6000,94355.0,3.0,69.3,33.77991534872112,True,1
309,6000,101776.04874145007,2.0,122.76666667,33.77991534872112,True,1
310,6000,101776.04874145007,0.0,140.93333333,33.77991534872112,True,1
311,6000,58305.0,0.0,90.0,33.77991534872112,True,1
312,6000,54904.0,0.0,51.733333333000004,33.77991534872112,True,1
313,6000,35900.0,1.0,136.3,33.77991534872112,True,1
314,6000,32200.0,0.0,83.333333333,33.77991534872112,True,1
315,6000,25850.0,1.0,218.6,33.77991534872112,True,1
316,6000,80000.0,0.0,343.9,33.77991534872112,True,0
317,6000,57460.0,0.0,101.5,33.77991534872112,True,0
318,6000,64790.0,2.0,105.4,33.77991534872112,True,0
319,6000,94394.07,1.0,179.56666667,33.77991534872112,True,0
320,6000,86125.0,0.0,222.16666667,33.77991534872112,True,0
321,6000,68700.0,2.0,122.73333333,33.77991534872112,True,0
322,6000,43300.0,0.0,100.93333333,33.77991534872112,True,0
323,6000,61493.0,0.0,321.63333333,33.77991534872112,True,0
324,6000,54600.0,4.0,101.4,33.77991534872112,True,1
325,6000,27750.0,3.0,119.7,33.77991534872112,True,1
326,6000,200000.0,0.0,90.3,33.77991534872112,True,1
327,6000,95500.0,2.0,129.9,33.77991534872112,True,1
328,6000,103048.0,0.0,181.69653802,37.289989924000004,False,0
329,6000,53190.0,0.0,179.76627518656605,15.174415003,False,0
330,6000,43683.0,0.0,179.76627518656605,21.935498813000002,False,1
331,6000,154113.0,0.0,213.53333333,33.77991534872112,True,0
332,6100,62500.0,4.0,111.3,33.77991534872112,True,0
333,6100,47400.0,0.0,179.76627518656605,33.77991534872112,True,0
334,6100,114799.0,0.0,129.25008957,36.746766236999996,False,0
335,6100,54966.0,0.0,70.69532973,24.76674453,False,0
336,6100,35250.0,0.0,303.0,33.77991534872112,True,0
337,6100,95617.0,0.0,138.64686318,31.757270694000002,False,1
338,6100,53388.0,0.0,178.48960216,26.72002818,False,0
339,6100,65321.0,0.0,153.0667831,40.15052706,False,0
340,6100,87276.0,0.0,350.43613755,28.848276581,False,0
341,6100,46830.0,1.0,179.76627518656605,13.306013076,False,0
342,6100,95433.0,0.0,179.76627518656605,28.925117417,False,0
343,6100,97944.0,0.0,179.76627518656605,28.876463055,False,0
344,6200,84368.0,0.0,122.24494502,32.552543335,False,0
345,6200,245730.0,0.0,135.10893025,39.783818126,False,0
346,6200,33909.0,0.0,179.76627518656605,34.517404516,False,0
347,6200,59486.0,0.0,84.63211066,25.35001036,False,0
348,6200,87596.0,0.0,210.17306467,34.054811236999996,False,0
349,6200,82054.0,0.0,201.33448747,29.661710162,False,0
350,6200,41657.0,0.0,293.95872355,30.197630728000004,False,0
351,6200,101776.04874145007,0.0,80.5,33.77991534872112,True,1
352,6200,80078.0,0.0,179.76627518656605,25.375544161,False,0
353,6200,57385.0,1.0,164.8,33.77991534872112,True,1
354,6200,71552.0,0.0,162.94515692,40.315396586999995,False,0
355,6200,98550.0,1.0,182.87877980000002,37.19944569,False,0
356,6200,64854.0,1.0,63.117023228,36.538747338,False,0
357,6200,96462.0,0.0,179.76627518656605,27.167655961999998,False,0
358,6200,51732.0,0.0,179.76627518656605,12.324707090999999,False,0
359,6200,155222.0,0.0,212.53764322,20.616783656,False,0
360,6200,89634.0,0.0,324.68682941,28.285532103,False,0
361,6200,61956.0,0.0,101.16706032,38.675140153,False,0
362,6300,116260.0,0.0,124.74559549,35.642270107,False,0
363,6300,69000.0,0.0,130.06666667,33.77991534872112,True,0
364,6300,72890.0,0.0,41.250113587,39.198068218,False,0
365,6300,57779.0,0.0,63.626413251,33.111829109,False,0
366,6300,39050.0,0.0,294.47804756,31.447750409,False,0
367,6300,80355.0,0.0,335.07414261,31.177261304,False,0
368,6300,98314.0,0.0,120.73333333,33.77991534872112,True,1
369,6300,76000.0,0.0,84.0,33.77991534872112,True,1
370,6300,89005.0,0.0,209.35804693,29.595955514,False,0
371,6300,117352.0,0.0,199.01192718,26.520049519,False,0
372,6300,70091.0,4.0,153.78043854,21.719595980999998,False,0
373,6300,64296.0,4.0,111.20651324,38.577131937,False,0
374,6300,96988.0,0.0,179.76627518656605,29.835960721,False,0
375,6300,32559.0,6.0,227.12990511,23.31951678,False,1
376,6300,73726.0,0.0,163.28393319,42.407814245,False,0
377,6300,29792.0,0.0,12.759267447000001,28.36185178,False,0
378,6400,45200.0,2.0,128.0,33.77991534872112,True,1
379,6400,125652.0,0.0,419.3751538,42.244927573000005,False,0
380,6400,83200.0,0.0,179.76627518656605,22.055034214000003,False,0
381,6400,58157.0,0.0,104.79246836,36.416886965,False,0
382,6400,70157.0,3.0,164.31540986,21.137981572,False,0
383,6400,86148.0,0.0,262.17542613,42.068268179,False,0
384,6400,63614.0,0.0,325.29930871,40.244404369,False,0
385,6400,74332.0,1.0,213.83210319999998,40.64461955,False,0
386,6400,75016.0,0.0,133.10154783,40.188123128,False,0
387,6400,78084.0,0.0,109.19302137,37.964554318000005,False,0
388,6400,78635.0,0.0,147.07716353,31.206129763000003,False,0
389,6400,51666.0,0.0,177.59135402,26.120959699999997,False,0
390,6400,91284.0,0.0,209.64289843,31.971971208000003,False,0
391,6400,62747.0,0.0,101.39144532,36.602947343000004,False,0
392,6400,46351.0,0.0,202.25079583,45.114319388,False,0
393,6400,33438.0,0.0,10.42564285,29.753700283,False,0
394,6400,74776.0,1.0,126.32864372,28.756345434,False,0
395,6500,53102.0,0.0,180.84124987,27.839006664,False,0
396,6500,37448.0,0.0,333.23089989,29.011980578000003,False,0
397,6500,70434.0,0.0,127.06270157,37.800352933,False,1
398,6500,97630.0,0.0,179.76627518656605,30.531264536,False,0
399,6500,76754.0,2.0,129.0777116,29.055433128,False,0
400,6500,37345.0,0.0,191.07565590000002,24.227319339,False,0
401,6500,90599.0,0.0,179.76627518656605,29.198860669000002,False,0
402,6500,87770.0,0.0,209.32631158,30.343448604000002,False,0
403,6500,101776.04874145007,5.0,115.36666667,33.77991534872112,True,1
404,6500,61000.0,0.0,97.29975609799999,33.77991534872112,True,1
405,6500,80400.0,0.0,224.86666667,33.77991534872112,True,1
406,6500,35836.0,0.0,110.56666667,33.77991534872112,True,0
407,6500,115900.0,0.0,332.73333333,33.77991534872112,True,0
408,6500,88300.0,0.0,234.4,33.77991534872112,True,0
409,6500,70000.0,0.0,54.766666666999996,33.77991534872112,True,0
410,6500,107500.0,0.0,242.46666667,33.77991534872112,True,0
411,6500,105800.0,0.0,475.8,33.77991534872112,True,1
412,6500,117530.0,0.0,327.20063852,34.345837691999996,False,0
413,6500,70886.0,0.0,179.76627518656605,23.47088075,False,0
414,6500,208910.0,0.0,86.452226941,69.8005248,False,1
415,6500,72557.0,1.0,94.00805286,34.898413065999996,False,0
416,6600,89742.0,0.0,232.52729073,26.160494887,False,0
417,6600,84855.0,0.0,179.76627518656605,20.028353505,False,0
418,6600,48800.0,0.0,179.76627518656605,12.219436152,False,0
419,6600,81973.0,0.0,96.977667199,42.211046784000004,False,0
420,6600,50486.0,0.0,179.80086812,27.532376106999997,False,0
421,6600,112630.0,0.0,122.81558408,36.773458722,False,0
422,6600,46516.0,0.0,179.76627518656605,14.845990728,False,0
423,6600,126636.0,0.0,423.20962409,40.957090316999995,False,0
424,6700,55396.0,0.0,179.76627518656605,15.703991562,False,0
425,6700,56486.0,0.0,84.417030462,23.642853829,False,0
426,6700,70543.0,0.0,195.78086332,32.397593406,False,1
427,6700,30544.0,0.0,283.89723134,24.120451557,False,0
428,6700,59609.0,0.0,99.303700784,25.231366380999997,False,0
429,6700,68225.0,3.0,173.57441630000002,23.587013228000004,False,0
430,6700,42495.0,2.0,171.52648922,41.428597508,False,1
431,6700,81239.0,0.0,179.76627518656605,40.894931701,False,1
432,6700,83014.0,0.0,263.17343429,37.70699649,False,0
433,6700,58084.0,0.0,193.75474567,19.549571698,False,0
434,6700,64358.0,0.0,108.35174747,38.894194746,False,0
435,6700,36195.0,0.0,112.13708066,38.52863281,False,0
436,6700,70710.0,0.0,43.923382631,39.738576265,False,0
437,6700,20631.0,0.0,174.72183413,62.246451123,False,1
438,6700,59714.0,0.0,209.20630035,20.203517707,False,0
439,6700,155034.0,0.0,215.42240638,19.493871984000002,False,0
440,6800,160306.0,0.0,219.73567340000002,20.885093499,False,0
441,6800,160063.0,0.0,208.42084303,19.33336736,False,0
442,6800,65074.0,4.0,116.63273329999998,39.215028911,False,0
